sample_id,sample_labid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,fat,drit,hn_rtpcr,rt_rtpcr_assay,rt_rtpcr,lft,test_centre,diagnostic_result,diag_notes,ngs_sampleid,ngs_runid,ngs_rundate,ngs_country,ngs_location,ngs_submission,ngs_platform,illumina_platform,nanopore_platform,ngs_analysis_type,ngs_merged_from,ngs_flowcell,ngs_library_type,primer_scheme,ngs_barcode,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genomecov_depthx200,Genbank_accession,consensus_version,unmasked_consensus_coverage,consensus_coverage,consensus_fasta,ngs_notes
SD438,RV3186,14-Dec,SUB5276,RV3186,Brain,,,,,NA,,pos,Positive,APHA,Positive,,RV3186,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S506/N718,,,,,,,,,,,,,,,,0,,
SD441,RV3187,14-Dec,SUB5277,RV3187,Brain,,,,,NA,,pos,Negative,APHA,Inconclusive,,RV3187,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S507/N718,2950112,4,0.096619978,0.368702366,0,0,2,862,0,0,0,,,best,,0,,Inconclusive due to negative seq result
SD444,RV3188,14-Dec,SUB5278,RV3188,,,,,,,,pos,,,Positive,,RV3188,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S508/N718,2487235,166936,3396.554978,1041.097395,3438,23,6414,11923,11923,11923,11914,,,best,,100,,
SD445,RV3189,14-Dec,SUB5279,RV3189,,,,,,,,pos,,,Positive,,RV3189,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S510/N718,2033954,84267,1864.135956,505.8934089,1913,1,3210,11923,11920,11898,11842,,,best,,99.97483855,,
SD446,RV3190,14-Dec,SUB5280,RV3190,,,,,,,,pos,,,Positive,,RV3190,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S511/N718,1964527,251940,5241.792837,1385.969601,5109,5,7993,11923,11923,11892,11859,,,best,,100,,
SD450,RV3191,14-Dec,SUB5281,RV3191,,,,,,,,pos,,,Positive,,RV3191,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S502/N719,5598961,6929,134.2910341,91.660993,109,5,596,11923,11923,11823,6551,,,best,,100,,
SD452,RV3192,14-Dec,SUB5282,RV3192,,,,,,,,pos,,,Positive,,RV3192,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S503/N719,2564257,16,0.363079762,0.558236411,0,0,2,3850,0,0,0,,,best,,0,,
SD457,RV3193,14-Dec,SUB5283,RV3193,Brain,,,,,NA,,pos,Positive,APHA,Positive,,RV3193,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S505/N719,3982817,777,14.93608991,6.520387938,15,1,41,11923,11482,2861,0,,,best,,96.30126646,,
SD458,RV3194,14-Dec,SUB5284,RV3194,Brain,,,,,Pos1,,pos,,APHA,Positive,,RV3194,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S505/N719,3217239,31636,691.2202466,255.6307431,651,2,1671,11923,11920,11900,11789,,,best,,99.97483855,,
SD460,RV3195,14-Dec,SUB5286,RV3195,Brain,,,,,Pos1,,pos,Positive,APHA,Positive,,RV3195,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,,5621574,946,17.08471022,7.447543123,16,0,46,11907,11807,3699,0,,,best,,99.0270905,,
SD463,RV3196,14-Dec,SUB5288,RV3196,,,,,,Pos1,,pos,,,Positive,,RV3196,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S506/N719,5163712,1539,27.61561687,14.99268225,23,2,81,11923,11860,7730,0,,,best,,99.47160949,,
SD464,RV3197,14-Dec,SUB5289,RV3197,,,,,,,,,,,,,RV3197,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S507/N719,3220780,16899,312.0376583,172.3643853,249,3,965,11923,11911,11853,11743,,,best,,99.89935419,,
SD465,RV3198,14-Dec,SUB5290,RV3198,,,,,,,,,,,,,RV3198,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S508/N719,2976796,6418,121.0631552,109.0072623,83,3,626,11923,11922,11831,4496,,,best,,99.99161285,,
SD478,RV3199,14-Dec,SUB5293,RV3199,,,,,,,,,,,,,RV3199,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,,,NA,metagenomic,,S510/N719,886665,19306,356.0198775,150.2846079,344,2,811,11923,11921,11867,11647,,,best,,99.9832257,,
SD479,RV3200,14-Dec,SUB5294,RV3200,,,,,,,,,,,,,RV3200,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N719,1938257,16891,364.6674495,184.3414651,300,8,861,11923,11923,11885,11732,,,best,,100,,
SD480,RV3201,14-Dec,SUB5295,RV3201,,,,,,,,,,,,,RV3201,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S502/N720,3684966,26848,591.7610501,320.1084736,493,2,1905,11923,11920,11865,11824,,,best,,99.97483855,,
SD482,RV3202,14-Dec,SUB5296,RV3202,,,,,,,,,,,,,RV3202,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S503/N720,4957058,13336,277.0354776,84.07139224,269,10,522,11923,11923,11912,11737,,,best,,100,,
SD483,RV3203,14-Dec,SUB5297,RV3203,,,,,,,,,,,,,RV3203,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S505/N720,2483640,59520,1328.098214,446.6060557,1323,1,2748,11923,11919,11890,11841,,,best,,99.9664514,,
SD486,RV3204,14-Dec,SUB5298,RV3204,,,,,,,,,,,,,RV3204,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S506/N720,2900558,162093,3549.040594,970.9624845,3590,1,6529,11923,11920,11914,11890,,,best,,99.97483855,,
SD487,RV3205,14-Dec,SUB5299,RV3205,,,,,,,,,,,,,RV3205,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S507/N720,2683571,53519,1178.762811,354.0916898,1122,1,2335,11923,11876,11853,11819,,,best,,99.60580391,,
SD488,RV3206,14-Dec,SUB5300,RV3206,,,,,,,,,,,,,RV3206,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N720,3449582,41784,927.3998155,413.3968018,838,2,2839,11923,11920,11914,11831,,,best,,99.97483855,,
SD489,RV3207,14-Dec,SUB5301,RV3207,,,,,,,,,,,,,RV3207,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S510/N720,3507047,3,0.052503565,0.223049575,0,0,1,626,0,0,0,,,best,,0,,
SD490,RV3209,15-Sep,SUB5569,RV3209,Brain,,,,,,,29.37,Positive,APHA,Positive,,RV3209,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N720,,,,,,,,,,,,,,,,0,,
SD491,RV3210,15-Sep,SUB5573,RV3210,Brain,,,,,,,22.31,Positive,APHA,Positive,,RV3210,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S502/N721,,,,,,,,,,,,,,,,0,,
SD492,RV3211,15-Sep,SUB5576,RV3211,Brain,,,,,NA,,38.33,Positive,APHA,Positive,,RV3211,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S503/N721,,,,,,,,,,,,,,,,0,,
SD494,RV3212,15-Sep,SUB5582,RV3212,Brain,,,,,NA,,23.94,Positive,APHA,Positive,,RV3212,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S505/N721,,,,,,,,,,,,,,,,0,,
SD495,RV3213,15-Sep,SUB5586,RV3213,Brain,,,,,NA,,21.25,Positive,APHA,Positive,,RV3213,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S506/N721,,,,,,,,,,,,,,,,0,,
SD496,RV3214,15-Sep,SUB5588,RV3214,Brain,,,,,NA,,20.24,Positive,APHA,Positive,,RV3214,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S507/N721,,,,,,,,,,,,,,,,0,,
SD497,RV3215,15-Sep,SUB5590,RVRV3215,Brain,,,,,NA,,20.31,Positive,APHA,Positive,,RV3215,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N721,,,,,,,,,,,,,,,,0,,
SD498,RV3216,15-Sep,SUB5594,RV3216,Brain,,,,,,,20.63,Positive,APHA,Positive,,RV3216,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S510/N721,,,,,,,,,,,,,,,,0,,
SD499,RV3217,15-Sep,SUB5598,RV3217,Brain,,,,,,,36.8,Positive,APHA,Positive,,RV3217,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N721,,,,,,,,,,,,,,,,0,,
SD500,RV3218,15-Sep,SUB5601,RV3218,Brain,,,,,,,18.93,Positive,APHA,Positive,,RV3218,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S502/N722,,,,,,,,,,,,,,,,0,,
SD501,RV3219,15-Sep,SUB5603,RV3219,Brain,,,,,,,19.8,Positive,APHA,Positive,,RV3219,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S503/N722,,,,,,,,,,,,,,,,0,,
SD504,RV3220,15-Sep,SUB5609,RV3220,Brain,,,,,,,36.19,Negative,APHA,Inconclusive,,RV3220,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S505/N722,,,,,,,,,,,,,,,,0,,
SD505,RV3221,15-Sep,SUB5611,RV3221,Brain,,,,,,,17.73,Positive,APHA,Positive,,RV3221,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S506/N722,2435471,15881,352.2568146,141.1714428,337,1,917,11923,11914,11914,11671,,,best,,99.92451564,,
SD506,RV3222,,SUB5615,RV3222,Brain,,,,,,,17.71,Positive,APHA,Positive,,RV3222,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S507/N722,1793373,98164,2179.867986,642.2647758,2302,0,3430,11920,11914,11895,11829,,,best,,99.92451564,,
SD508,RV3223,15-Sep,SUB5621,RV3223,Brain,,,,,,,23.38,Positive,APHA,Positive,,RV3223,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N722,2778155,10759,237.6396041,87.33265608,218,0,579,11922,11914,11880,11530,,,best,,99.92451564,,
SD509,RV3224,,SUB5623,RV3224,Brain,,,,,,,20.55,Positive,APHA,Positive,,RV3224,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S510/N722,2749812,53453,1148.910425,330.8608355,1118,6,2385,11923,11923,11865,11826,,,best,,100,,
SD510,RV3225,,SUB5625,RV3225,Brain,,,,,,,18.47,Positive,APHA,Positive,,RV3225,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N722,6017565,78598,1715.754424,428.6099301,1758,1,2904,11923,11880,11862,11825,,,best,,99.63935251,,
SD511,RV3226,,SUB5627,RV3226,Brain,,,,,,,21.99,Positive,APHA,Positive,,RV3226,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S502/N723,6088924,59050,1279.118846,533.9137989,1203,38,3474,11923,11923,11923,11866,,,best,,100,,
SD512,RV3227,,SUB5631,RV3227,Brain,,,,,,,22.72,Negative,APHA,Positive,,RV3227,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S503/N723,1274382,4389,106.267634,38.54757057,95,0,223,11922,11910,11856,5328,,,best,,99.89096704,,
SD513,RV3228,,SUB5635,RV3228,Brain,,,,,,,26.49,Positive,APHA,Positive,,RV3228,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S505/N723,489809,1082,21.03707121,7.704738412,21,0,46,11920,11572,7265,0,,,best,,97.05611004,,
SD514,RV3229,,SUB5639,RV3229,Brain,,,,,,,28.91,Positive,APHA,Positive,,RV3229,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S506/N723,2685310,235213,3600.748721,1117.647021,3448,3,6604,11923,11921,11907,11892,,,best,,99.9832257,,
SD515,RV3230,,SUB5642,RV3230,Brain,,,,,,,34.54,Positive,APHA,Positive,,RV3230,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S507/N723,277525,399,7.916715592,4.040458642,8,0,21,11830,9264,92,0,,,best,,77.6985658,,
SD519,RV3232,,SUB5655,RV3232,Brain,,,,,,,28.92,Positive,APHA,Positive,,RV3232,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N723,2610831,338,3.227543404,5.424271433,2,0,73,10381,2807,124,0,,,best,,23.54273253,,
SD520,RV3233,,SUB5659,RV3233,Brain,,,,,,,37.97,Positive,APHA,Positive,,RV3233,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S510/N723,222925,26,0.413318796,1.146212664,0,0,10,2563,180,0,0,,,best,,1.509687159,,
SD521,RV3234,,SUB5661,RV3234,Brain,,,,,,,31.11,Positive,APHA,Positive,,RV3234,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N723,2972021,11124,130.8447538,80.53155254,101,0,401,11921,11914,11789,6149,,,best,,99.92451564,,
SD522,RV3235,15-Sep,SUB5663,RV3235,Brain,,,,,NA,,29.02,Positive,APHA,Positive,,RV3235,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S502/N724,,,,,,,,,,,,,,,,0,,
SD523,RV3236,,SUB5665,RV3236,Brain,,,,,,,28.11,Positive,APHA,Positive,,RV3236,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S503/N724,374006,174,3.530906651,2.359903852,3,0,13,10967,3631,0,0,,,best,,30.45374486,,
SD524,RV3237,,SUB5667,RV3237,Brain,,,,,,,30.92,Positive,APHA,Positive,,RV3237,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S505/N724,374758,458,9.391008974,5.255628757,8,0,32,11921,9896,642,0,,,best,,82.99924516,,
SD526,RV3238,,SUB5672,RV3238,Brain,,,,,,,32.4,Positive,APHA,Positive,,RV3238,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S506/N724,209314,91,1.852889373,1.792357538,2,0,10,8778,1014,0,0,,,best,,8.504570997,,
SD529,RV3239,,SUB5681,RV3239,Brain,,,,,,,31.92,Positive,APHA,Positive,,RV3239,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S507/N724,226455,114,2.19122704,1.989487604,2,0,10,9266,1496,0,0,,,best,,12.54717772,,
SD530,RV3240,,SUB5683,RV3240,Brain,,,,,,,31.62,Positive,APHA,Positive,,RV3240,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N724,3845425,36973,703.9313931,271.4474949,676,3,1449,11923,11920,11894,11785,,,best,,99.97483855,,
SD531,RV3241,,SUB5685,RV3241,Brain,,,,,,,39.92,Negative,APHA,Inconclusive,,RV3241,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S510/N724,4164508,452,9.499622578,4.506558701,9,0,28,11852,10564,366,0,,,best,,88.60186195,,Marked as inconclusive diagnostic as only sequencing positive
SD532,RV3242,15-Sep,SUB5689,RV3242,Brain,,,,,NA,,37.2,Positive,APHA,Positive,,RV3242,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N724,,,,,,,,,,,,,,,,0,,
SD533,RV3243,15-Sep,SUB5691,RV3243,Brain,,,,,NA,,29.19,Positive,APHA,Positive,,RV3243,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S502/N726,,,,,,,,,,,,,,,,0,,
SD534,RV3244,15-Sep,SUB5693,RV3244,Brain,,,,,NA,,36.86,Positive,APHA,Positive,,RV3244,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S503/N726,,,,,,,,,,,,,,,,0,,
SD536,RV3245,,SUB5699,RV3245,Brain,,,,,,,29.24,Positive,APHA,Positive,,RV3245,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S505/N726,3087748,67960,1206.782941,461.1723299,1112,3,2960,11923,11921,11875,11830,,,best,,99.9832257,,
SD537,RV3246,,SUB5701,RV3246,Brain,,,,,,,25.78,Positive,APHA,Positive,,RV3246,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S506/N726,,,,,,,,,,,,,,,,0,,
SD538,RV3247,15-Sep,SUB5705,RV3231,Brain,,,,,NA,,38.81,Positive,APHA,Positive,,RV3247,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S507/N726,1972867,70940,1268.833767,388.396668,1264,34,2384,11923,11923,11923,11875,,,best,,100,,
SD539,RV3248,,SUB5709,RV3248,Brain,,,,,,,17.44,Positive,APHA,Positive,,RV3248,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N726,3550504,44949,843.2252789,295.0573453,792,3,1992,11923,11910,11874,11822,,,best,,99.89096704,,
SD540,RV3249,,SUB5713,RV3249,Brain,,,,,,,25.53,Positive,APHA,Positive,,RV3249,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S510/N726,3463544,8842,64.540468,37.27971504,57,0,210,11921,11901,11184,1612,,,best,,99.81548268,,
SD541,RV3250,,SUB5715,RV3250,Brain,,,,,,,17.62,Positive,APHA,Positive,,RV3250,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S511/N726,2772938,232276,1850.429758,814.3574057,1812,2,4688,11923,11908,11882,11808,,,best,,99.87419274,,
SD542,RV3251,,SUB5717,RV3251,Brain,,,,,,,31.17,Positive,APHA,Positive,,RV3251,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S502/N727,137138,5,0.073471442,0.419860001,0,0,4,419,0,0,0,,,best,,0,,
SD543,RV3252,,SUB5719,RV3252,Brain,,,,,,,23.67,Positive,APHA,Positive,,RV3252,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S503/N727,3583873,63889,1114.170511,346.8356638,1107,0,1966,11914,11914,11907,11827,,,best,,99.92451564,,
SD544,RV3253,,SUB5721,RV3253,Brain,,,,,,,18.53,Positive,APHA,Positive,,RV3253,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S505/N727,3391459,23985,460.9002768,190.4154374,443,0,915,11914,11898,11789,11667,,,best,,99.79032123,,
SD545,RV3254,,SUB5723,RV3254,Brain,,,,,,,28.18,Negative,APHA,Positive,,RV3254,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S506/N727,3897892,1019,5.600268389,3.127509952,5,0,21,11759,6611,15,0,,,best,,55.4474545,,
SD546,RV3255,,SUB5725,RV3255,Brain,,,,,,,30.86,Positive,APHA,Positive,,RV3255,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S507/N727,2163611,138,0.657468758,0.987299928,0,0,7,5231,129,0,0,,,best,,1.081942464,,
SD547,RV3256,,SUB5729,RV3256,Brain,,,,,,,22.93,Positive,APHA,Positive,,RV3256,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S508/N727,3601008,39577,669.0634907,279.9321501,608,6,1847,11923,11923,11914,11852,,,best,,100,,
SD548,RV3257,,SUB5731,RV3257,Brain,,,,,,,36.44,Positive,APHA,Positive,,RV3257,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S510/N727,377458,425,7.723894993,3.892825466,8,0,23,11802,9131,46,0,,,best,,76.58307473,,
SD550,RV3259,,SUB5739,RV3259,Brain,,,,,,,29.3,Positive,APHA,Positive,,RV3259,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S511/N727,11871,65,1.222091755,1.355520225,1,0,7,7361,370,0,0,,,best,,3.103245827,,
SD551,RV3260,,SUB5741,RV3260,Brain,,,,,,,24.39,Positive,APHA,Positive,,RV3260,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S502/N728,246409,62,1.16841399,1.421248884,1,0,7,6160,280,0,0,,,best,,2.348402248,,
SD553,RV3261,,SUB5746,RV3261,Brain,,,,,,,21.76,Positive,APHA,Positive,,RV3261,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S503/N728,461396,97,1.899857418,1.763971233,2,0,9,9046,1300,0,0,,,best,,10.90329615,,
SD554,RV3262,,SUB5749,RV3262,Brain,,,,,,,30.53,Positive,APHA,Positive,,RV3262,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,S505/N728,4080001,38224,719.2241885,280.1392004,669,3,1709,11923,11921,11914,11816,,,best,,99.9832257,,
SD555,RV3263,,SUB5753,RV3263,Brain,,,,,,,37.74,Positive,APHA,Positive,,RV3263,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S506/N728,75964,34,0.763146859,1.084932365,0,0,6,5080,148,0,0,,,best,,1.241298331,,
SD556,RV3264,,SUB5757,RV3264,Brain,,,,,,,37.71,Positive,APHA,Positive,,RV3264,polyomics16,1-Feb-16,UK,polyomics,,illumina,miseq,,single_run,,NA,metagenomic,,S507/N728,104644,7,0.114232995,0.460521161,0,0,3,821,0,0,0,,,best,,0,,
SD98B(x2??)RV301(2497),RV2497,2009,SUB301,RV2497,Brain,,,,,Pos1,,,,APHA,Positive,,RV2497,nextseq_dec14,7-Nov-14,UK,polyomics,17716703,illumina,nextseq,,single_run,,NA,metagenomic,,,14838076,6253,,,,,,,,,,,,,,0,,
ULA/March/2010/001(SR010)1711,SUB1711,11-May,SUB1711,,Brain,,,,,Neg,,32.22,,APHA;SUA,Inconclusive,,SUB1711,polyomics16,1-Feb-16,UK,polyomics,,illumina,nextseq,,single_run,,NA,metagenomic,,,803350,6,0.141575107,0.433559219,0,0,3,1358,0,0,0,,,best,,0,,
Rab12/025,SUB6963,Nov16_tvla,SUB6963,,Brain,PBSwash,,Positive,,NA,,23.15,,TVLA;APHA,Positive,,SUB6963,porecamp17_workshop,7-Jul-17,UK,porecamp,,,,,single_run,,,amplicon,rabvTanzDg,NB07/NB07,,,,,,,,,,,,,,,,0,,
PM015,PM015,,,,Brain,,,,,,,,Positive,DOLD;FIELD,Positive,,PM015,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB03/NB03,26662,23511,169.4507255,123.0193962,190,0,651,11413,11023,10462,7815,,MN726809,best,,87.74637256,,neg control NB10
PM015.FTA,PM015.FTA,,,,Brain_FTA,,,,,,,,Positive,DOLD;FIELD,Positive,,PM015.FTA,pm015fta,29-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,FAH20128,amplicon,rabvTanzDg,none,4460,1007,27.06651011,24.80133488,21,0,151,10631,9431,6452,110,,,best,,54.11389751,,
PM018,PM018,,,,Brain,,,,,,,,Positive,DOLD;FIELD,Positive,,PM018,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB04/NB04,31822,27303,219.0923425,130.614252,199,0,695,11495,11294,11099,9608,,MN726835,best,,93.08898767,,
PM019,PM019,,,,Brain,,,,,,,,Positive,DOLD;FIELD,Positive,,PM019,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB05/NB05,32607,29246,206.6976432,148.0980745,196,0,782,11279,10475,10066,8812,,MN726828,best,,84.42506081,,
PM023,PM023,,,,Brain,,,,,,,,Positive,DOLD;FIELD,Positive,,PM023,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB06/NB06,70914,70160,308.8529732,196.2254769,230,0,1207,11742,11599,11586,10788,,MN726827,best,,97.17353015,,
PM024,PM024,,,,Brain,,,,,,,,Positive,DOLD;FIELD,Positive,,PM024,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB07/NB07,17729,15376,148.8885348,109.9375755,154,0,531,10934,10829,10067,7761,,MN726807,best,,84.43344796,,
PM025,PM025,,,,Brain,,,,,,,,Positive,DOLD;FIELD,Positive,,PM025,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB09/NB09,2819,2480,51.78436635,61.57842765,34,0,280,10260,8811,7273,1960,,MN726813,best,,60.99974839,,
RAB16/031,RAB16031,,,,Brain,,,,,,,,,FIELD,Positive,,RAB16031,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB01/NB01,52194,51624,313.9734966,176.6035155,264,0,1064,11891,11758,11488,11012,,MN726824,best,,96.35158937,,
RAB16/033,RAB16033,,,,Brain,,,,,,,,,FIELD,Positive,,RAB16033,tvla1,26-Aug-17,Tanzania,TVLA,,nanopore,,minion,single_run,,,amplicon,rabvTanzDg,NB02/NB02,40717,33339,218.6519332,137.9829034,198,0,688,11568,11086,10616,9494,,MN726802,best,,89.03799379,,
2021153276,2021153277,,,,Brain,No_buffer_fresh,,,,,,,Positive,UNITID,Positive,,2021153276,unitid_14_09_2022,14-Sep-22,Kenya,UNITID,,nanopore,,minion,single_run,,FAR97669,amplicon,rabv_ea,NB68,42638,42638,1711.582404,1847.683419,1268,0,9822,11812,11746,11740,,11301,,,,,,
NEGATIVE,NEGATIVE,,,,Brain,,Kenya,,,,,,,,,,,Kenya_31_01_2022,31-Jan-22,Kenya,UNITID,,nanopore,,minion,single_run,,FAM96911,amplicon,,,,,,,,,,,,,,,,,,,,
Z0083240,Z0083240,,,,Brain,No_buffer_fresh_stored_at_-80,Kenya,,,,,,,,,,Z0083240,Kenya_31_01_2022,31-Jan-22,Kenya,UNITID,,nanopore,,minion,single_run,,FAM96911,amplicon,rabv_ea,,9925,9925,608.4056026,409.044282,491,0,2059,11851,11742,11740,,11401,,,,,,
